dataset,split,index,gt_present,pred_present_instance,pred_present_area,image_score,max_prob,pred_fg_fraction,pixel_f1,pixel_iou,pixel_precision,pixel_recall
landslide4sense,val,27,0,0,0,0.0,0.0009011572692543268,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,28,1,1,1,1.0,1.0,0.0520477294921875,0.5608969926834106,0.3897545635700226,0.5866314768791199,0.5373254418373108
landslide4sense,val,29,0,0,0,0.0,0.20935912430286407,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,30,0,0,0,0.0,0.000496807275339961,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,31,1,1,1,1.0,1.0,0.04522705078125,0.7716049551963806,0.6281406879425049,0.7169365882873535,0.8352987170219421
landslide4sense,val,32,1,1,1,1.0,1.0,0.0081939697265625,0.718367338180542,0.5605095624923706,0.8193668723106384,0.6395348906517029
landslide4sense,val,33,1,1,1,1.0,1.0,0.0050201416015625,0.908527135848999,0.8323863744735718,0.890577495098114,0.9272152185440063
landslide4sense,val,34,1,1,1,1.0,1.0,0.0029144287109375,0.3847874701023102,0.23822714388370514,0.45026177167892456,0.3359375
landslide4sense,val,35,1,1,1,1.0,1.0,0.0035247802734375,0.8442437648773193,0.73046875,0.8095238208770752,0.8820754885673523
landslide4sense,val,36,0,1,1,1.0,1.0,0.0029449462890625,5.181347351168597e-09,5.181347351168597e-09,5.181347351168597e-09,1.0
landslide4sense,val,37,0,0,0,0.0,0.0013099019415676594,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,38,0,0,0,0.0,0.00014817845658399165,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,39,0,0,0,0.0,0.06567193567752838,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,40,0,0,0,0.0,0.0005157199339009821,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,41,0,0,0,0.0,0.0005477371159940958,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,42,0,0,0,0.0,0.004382241051644087,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,43,0,0,0,0.0,9.661927470006049e-05,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,44,1,1,1,1.0,1.0,0.0369873046875,0.4762747883796692,0.3125726282596588,0.5548679828643799,0.41718363761901855
landslide4sense,val,45,0,0,0,0.0,0.0005169956712052226,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,46,0,0,0,0.0,0.00582238519564271,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,47,1,0,0,0.0,0.0004688365734182298,0.0,1.3157894329651754e-08,1.3157894329651754e-08,1.0,1.3157894329651754e-08
landslide4sense,val,48,1,1,1,1.0,1.0,0.0777740478515625,0.8911412358283997,0.8036561608314514,0.8969982266426086,0.8853601813316345
landslide4sense,val,49,0,0,0,0.0,0.00040118073229677975,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,50,0,0,0,0.0,0.00048145194887183607,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,51,0,0,0,0.0,0.00037318302202038467,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,52,1,1,1,1.0,1.0,0.04278564453125,0.6772540807723999,0.5120062232017517,0.7072039842605591,0.6497378945350647
landslide4sense,val,53,0,0,0,0.0,0.00043418866698630154,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,54,0,0,0,0.0,0.7050759196281433,6.103515625e-05,2.499999425253918e-07,2.499999425253918e-07,2.499999425253918e-07,1.0
landslide4sense,val,55,0,0,0,0.0,0.00022753942175768316,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,56,1,1,1,1.0,1.0,0.079254150390625,0.8581408858299255,0.7515295743942261,0.8513669371604919,0.8650234937667847
landslide4sense,val,57,1,1,1,1.0,1.0,0.0390472412109375,0.528485894203186,0.35914433002471924,0.4658069610595703,0.6106557250022888
landslide4sense,val,58,0,1,1,1.0,1.0,0.00164794921875,9.259259137195386e-09,9.259259137195386e-09,9.259259137195386e-09,1.0
landslide4sense,val,59,1,1,1,1.0,1.0,0.0218963623046875,0.6521320939064026,0.4838249385356903,0.708710789680481,0.603919267654419
landslide4sense,val,60,0,1,1,0.9996452331542969,0.9996452331542969,0.0013580322265625,1.1235955277300036e-08,1.1235955277300036e-08,1.1235955277300036e-08,1.0
landslide4sense,val,61,1,0,0,0.0,0.0008545601740479469,0.0,1.5624999960550667e-08,1.5624999960550667e-08,1.0,1.5624999960550667e-08
landslide4sense,val,62,1,1,1,1.0,1.0,0.05059814453125,0.735876739025116,0.5821241736412048,0.604945719242096,0.9391385912895203
landslide4sense,val,63,0,0,0,0.0,0.007197034079581499,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,64,1,1,1,1.0,1.0,0.030517578125,0.6438434720039368,0.47475603222846985,0.559499979019165,0.7581300735473633
landslide4sense,val,65,1,1,1,1.0,1.0,0.008941650390625,0.6185566782951355,0.447761207818985,0.9215016961097717,0.4655172526836395
landslide4sense,val,66,1,1,1,1.0,1.0,0.010589599609375,0.6751322746276855,0.5095846652984619,0.9193083643913269,0.5334448218345642
landslide4sense,val,67,1,1,1,1.0,1.0,0.063629150390625,0.8036478161811829,0.6717485189437866,0.8558753132820129,0.7574278712272644
landslide4sense,val,68,1,1,1,1.0,1.0,0.004425048828125,0.5831485390663147,0.4115805923938751,0.9068965315818787,0.4297385513782501
landslide4sense,val,69,1,0,0,0.0,0.0006841139402240515,0.0,1.2499998547355062e-07,1.2499998547355062e-07,1.0,1.2499998547355062e-07
landslide4sense,val,70,1,0,0,0.0,0.0003385213203728199,0.0,1.3888889149882289e-08,1.3888889149882289e-08,1.0,1.3888889149882289e-08
landslide4sense,val,71,1,1,1,1.0,1.0,0.0230865478515625,0.576416552066803,0.4049053490161896,0.6219431757926941,0.5371004343032837
landslide4sense,val,72,0,0,0,0.0,0.0008219401934184134,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,73,1,1,1,1.0,1.0,0.174285888671875,0.703001081943512,0.5420213937759399,0.8305900692939758,0.6093910336494446
landslide4sense,val,74,0,0,0,0.0,0.0008621936431154609,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,75,0,0,0,0.0,0.0010631836485117674,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,76,1,1,1,1.0,1.0,0.0007171630859375,1.0989010590378712e-08,1.0989010590378712e-08,2.1276596484653965e-08,2.2727272508404894e-08
landslide4sense,val,77,1,1,1,1.0,1.0,0.065887451171875,0.6097452640533447,0.4385853111743927,0.6375637054443359,0.5842529535293579
landslide4sense,val,78,1,0,0,0.0,0.16361267864704132,0.0,4.9999993478877514e-08,4.9999993478877514e-08,1.0,4.9999993478877514e-08
landslide4sense,val,79,1,1,1,1.0,1.0,0.028717041015625,0.7477713823318481,0.5971524119377136,0.7577045559883118,0.738095223903656
landslide4sense,val,80,1,1,1,1.0,1.0,0.015655517578125,0.18361954391002655,0.10109090805053711,0.13547758758068085,0.2848360538482666
landslide4sense,val,81,1,1,1,1.0,1.0,0.0634002685546875,0.7601727247238159,0.6131278872489929,0.6991576552391052,0.8328555226325989
landslide4sense,val,82,1,1,1,1.0,1.0,0.21728515625,0.8608303666114807,0.7556647658348083,0.885252833366394,0.8377193212509155
landslide4sense,val,83,1,1,1,1.0,1.0,0.00811767578125,0.7697160840034485,0.6256410479545593,0.9172932505607605,0.6630434989929199
landslide4sense,val,84,1,1,1,1.0,1.0,0.0369110107421875,0.5760695934295654,0.4045630395412445,0.8210003972053528,0.4436997175216675
landslide4sense,val,85,0,0,0,0.0,1.5736271961941384e-05,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,86,0,0,0,0.0,0.00048623315524309874,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,87,1,1,1,1.0,1.0,0.002105712890625,0.652482271194458,0.4842105209827423,0.6666666865348816,0.6388888955116272
landslide4sense,val,88,1,1,1,1.0,1.0,0.0115203857421875,0.4753105938434601,0.3117425739765167,0.9880794882774353,0.3129194676876068
landslide4sense,val,89,1,1,1,1.0,1.0,0.0576934814453125,0.7948682308197021,0.6595696210861206,0.7619677186012268,0.8307381868362427
landslide4sense,val,90,0,0,0,0.0,0.003834233619272709,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,91,0,0,0,0.0,0.012072100304067135,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,92,0,0,0,0.0,0.0008445529965683818,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,93,0,1,1,1.0,1.0,0.0010528564453125,1.4492753663830626e-08,1.4492753663830626e-08,1.4492753663830626e-08,1.0
landslide4sense,val,94,1,1,1,1.0,1.0,0.0084991455078125,0.4693641662597656,0.30664652585983276,0.36445242166519165,0.6590909361839294
landslide4sense,val,95,1,0,0,0.0,0.672771692276001,6.103515625e-05,1.666666626931601e-08,1.666666626931601e-08,2.499999425253918e-07,1.785714331958843e-08
landslide4sense,val,96,1,0,0,0.0,0.9471830129623413,0.0001678466796875,0.09708739072084427,0.05102041736245155,0.4545454978942871,0.05434783548116684
landslide4sense,val,97,1,0,0,0.0,0.5551631450653076,0.0,3.834355888354679e-10,3.834355888354679e-10,1.0,3.834355888354679e-10
landslide4sense,val,98,1,0,0,0.0,0.0008135615498758852,0.0,1.1363636254202447e-08,1.1363636254202447e-08,1.0,1.1363636254202447e-08
landslide4sense,val,99,0,1,1,0.9999983310699463,0.9999983310699463,0.000885009765625,1.724137987935137e-08,1.724137987935137e-08,1.724137987935137e-08,1.0
landslide4sense,val,100,0,0,0,0.0,0.0004928057896904647,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,101,1,0,0,0.0,0.3431142568588257,0.0,3.4246574465157664e-09,3.4246574465157664e-09,1.0,3.4246574465157664e-09
landslide4sense,val,102,1,1,1,1.0,1.0,0.026947021484375,0.9050809741020203,0.8266190886497498,0.9178935289382935,0.8926211595535278
landslide4sense,val,103,0,0,0,0.0,3.994123835582286e-05,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,104,0,0,0,0.0,0.0006540389731526375,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,105,1,1,1,1.0,1.0,0.00543212890625,0.4431818127632141,0.2846715450286865,0.32865169644355774,0.680232584476471
landslide4sense,val,106,1,1,1,1.0,1.0,0.0132904052734375,0.7149825692176819,0.5563991069793701,0.5889781713485718,0.9095744490623474
landslide4sense,val,107,1,1,1,1.0,1.0,0.050567626953125,0.6991538405418396,0.5374608635902405,0.6732046008110046,0.7271838188171387
landslide4sense,val,108,0,0,0,0.0,0.0008147854241542518,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,109,1,1,1,1.0,1.0,0.058349609375,0.6634559035301208,0.49639660120010376,0.5944037437438965,0.7506604790687561
landslide4sense,val,110,0,0,0,0.0,0.000871495227329433,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,111,0,0,0,0.0,4.7745579649927095e-05,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,112,0,0,0,0.0,0.6430257558822632,1.52587890625e-05,9.99999087980541e-07,9.99999087980541e-07,9.99999087980541e-07,1.0
landslide4sense,val,113,1,1,1,1.0,1.0,0.00372314453125,0.02177700400352478,0.0110083669424057,0.10245902091264725,0.01218323688954115
landslide4sense,val,114,0,1,1,1.0,1.0,0.0039215087890625,3.8910505928413386e-09,3.8910505928413386e-09,3.8910505928413386e-09,1.0
landslide4sense,val,115,1,1,1,1.0,1.0,0.0121917724609375,0.44678810238838196,0.287654310464859,0.2916145324707031,0.9549180269241333
landslide4sense,val,116,1,1,1,1.0,1.0,0.061859130859375,0.7903270125389099,0.6533393859863281,0.709422767162323,0.8920595645904541
landslide4sense,val,117,0,0,0,0.0,0.37135499715805054,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,118,0,1,1,0.9995933175086975,0.9995933175086975,0.00067138671875,2.2727272508404894e-08,2.2727272508404894e-08,2.2727272508404894e-08,1.0
landslide4sense,val,119,1,1,1,1.0,1.0,0.0177764892578125,0.7345427870750427,0.5804564356803894,0.8515021204948425,0.6458333134651184
landslide4sense,val,120,1,1,1,1.0,1.0,0.086212158203125,0.7737470269203186,0.6309848427772522,0.8607079386711121,0.7027456760406494
landslide4sense,val,121,0,0,0,0.0,0.012327609583735466,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,122,0,0,0,0.0,0.0010092017473652959,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,123,1,0,0,0.0,0.015843985602259636,0.0,2.427184453424047e-09,2.427184453424047e-09,1.0,2.427184453424047e-09
landslide4sense,val,124,0,0,0,0.0,0.0009221555083058774,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,125,1,1,1,1.0,1.0,0.008209228515625,0.27734649181365967,0.160999596118927,0.7304832935333252,0.171167254447937
landslide4sense,val,126,0,0,0,0.0,0.005550456698983908,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,127,0,0,0,0.0,0.001360572874546051,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,128,0,0,0,0.0,0.0001230292982654646,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,129,1,1,1,1.0,1.0,0.0675201416015625,0.6740062832832336,0.5083027482032776,0.6571751236915588,0.6917221546173096
landslide4sense,val,130,1,1,1,1.0,1.0,0.0854034423828125,0.5211887359619141,0.3524376153945923,0.4339824914932251,0.652255654335022
landslide4sense,val,131,0,0,0,0.0,0.003916000947356224,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,132,1,1,1,1.0,1.0,0.0086212158203125,0.4720138609409332,0.30891239643096924,0.7238938212394714,0.3501712381839752
landslide4sense,val,133,1,1,1,1.0,1.0,0.0088958740234375,0.7057745456695557,0.545325756072998,0.6603773832321167,0.7578740119934082
landslide4sense,val,134,0,0,0,0.0,0.0026555019430816174,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,135,1,1,1,1.0,1.0,0.001800537109375,0.8547008633613586,0.746268630027771,0.8474576473236084,0.8620689511299133
landslide4sense,val,136,1,1,1,1.0,1.0,0.0091552734375,0.28297871351242065,0.16480793058872223,0.22166666388511658,0.3911764621734619
landslide4sense,val,137,1,1,1,1.0,1.0,0.0084381103515625,0.8023159503936768,0.669889509677887,0.8770343661308289,0.7393292784690857
landslide4sense,val,138,0,0,0,0.0,0.0008141706930473447,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,139,0,0,0,0.0,0.00013438529276754707,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,140,0,0,0,0.0,0.0006336762453429401,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,141,1,1,1,1.0,1.0,0.08953857421875,0.7470588088035583,0.5962441563606262,0.6709270477294922,0.8426797986030579
landslide4sense,val,142,1,0,0,0.0,0.7889996767044067,3.0517578125e-05,1.9455252964206693e-09,1.9455252964206693e-09,4.999997713639459e-07,1.9531249950688334e-09
landslide4sense,val,143,0,0,0,0.0,0.0017522398848086596,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,144,1,1,1,1.0,1.0,0.108245849609375,0.7632330656051636,0.6171196103096008,0.7906681895256042,0.7376380562782288
landslide4sense,val,145,1,1,1,0.9999762773513794,0.9999762773513794,0.0018310546875,0.22727273404598236,0.12820513546466827,1.0,0.12820513546466827
landslide4sense,val,146,1,0,0,0.0,0.0005232701660133898,0.0,1.666666626931601e-08,1.666666626931601e-08,1.0,1.666666626931601e-08
landslide4sense,val,147,0,0,0,0.0,0.41979914903640747,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,148,1,1,1,1.0,1.0,0.0236358642578125,0.4030935764312744,0.2524215281009674,0.8411878347396851,0.2650528848171234
landslide4sense,val,149,1,1,1,1.0,1.0,0.02545166015625,0.42874038219451904,0.27286413311958313,0.8693045377731323,0.2845368981361389
landslide4sense,val,150,1,1,1,1.0,1.0,0.1235809326171875,0.9062836170196533,0.8286276459693909,0.8841832280158997,0.9295171499252319
landslide4sense,val,151,1,1,1,1.0,1.0,0.071990966796875,0.8621243238449097,0.7576612830162048,0.796523928642273,0.9394999742507935
landslide4sense,val,152,1,1,1,1.0,1.0,0.008697509765625,0.5467196702957153,0.3761969804763794,0.48245614767074585,0.6307339668273926
landslide4sense,val,153,0,0,0,0.0,7.979846850503236e-05,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,154,0,0,0,0.0,0.0010097268968820572,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,155,0,0,0,0.0,0.9997251629829407,0.0001983642578125,7.692307235629414e-08,7.692307235629414e-08,7.692307235629414e-08,1.0
landslide4sense,val,156,0,0,0,0.0,0.0008347532711923122,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,157,0,0,0,0.0,0.9042351245880127,0.0001373291015625,1.111110989882036e-07,1.111110989882036e-07,1.111110989882036e-07,1.0
landslide4sense,val,158,1,1,1,1.0,1.0,0.0395050048828125,0.9532710313796997,0.9107142686843872,0.9258400797843933,0.9823770523071289
landslide4sense,val,159,1,1,1,0.9811838865280151,0.9856016039848328,0.001617431640625,0.046109508723020554,0.023598823696374893,0.15094341337680817,0.027210887521505356
landslide4sense,val,160,0,0,0,0.0,0.00033155918936245143,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,161,0,0,1,0.0,0.9306864142417908,0.0006561279296875,2.3255813275113724e-08,2.3255813275113724e-08,2.3255813275113724e-08,1.0
landslide4sense,val,162,1,1,1,1.0,1.0,0.0088043212890625,0.5495935082435608,0.37892377376556396,0.8786828517913818,0.3998422622680664
landslide4sense,val,163,0,0,0,0.0,0.0002707208914216608,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,164,1,1,1,1.0,1.0,0.1662139892578125,0.865249514579773,0.7625019550323486,0.887450635433197,0.8441320061683655
landslide4sense,val,165,0,0,0,0.0,0.00020250232773832977,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,166,0,0,0,0.0,0.0007567028515040874,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,167,1,1,1,1.0,1.0,0.152191162109375,0.6145309209823608,0.4435544013977051,0.47744134068489075,0.8620564937591553
landslide4sense,val,168,0,0,0,0.0,0.00478731095790863,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,169,1,1,1,0.9999998807907104,0.9999998807907104,0.01654052734375,0.20876963436603546,0.11655096709728241,0.29428043961524963,0.1617647111415863
landslide4sense,val,170,1,1,1,1.0,1.0,0.0283203125,0.5234017968177795,0.3544646203517914,0.4940732717514038,0.5564320683479309
landslide4sense,val,171,0,0,0,0.0,0.09247169643640518,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,172,1,1,1,1.0,1.0,0.03497314453125,0.7483870983123779,0.5979381203651428,0.8097731471061707,0.695652186870575
landslide4sense,val,173,1,1,1,1.0,1.0,0.009490966796875,0.4935370087623596,0.32761311531066895,0.6752411723136902,0.3888888955116272
landslide4sense,val,174,1,1,1,1.0,1.0,0.0473785400390625,0.7984366416931152,0.6644981503486633,0.6908212304115295,0.9457672238349915
landslide4sense,val,175,1,1,1,1.0,1.0,0.0033111572265625,0.5763440728187561,0.4048338234424591,0.617511510848999,0.5403226017951965
landslide4sense,val,176,1,1,1,1.0,1.0,0.0097503662109375,0.7690892219543457,0.6248131394386292,0.6541470885276794,0.9330357313156128
landslide4sense,val,177,1,1,1,1.0,1.0,0.004425048828125,0.4000000059604645,0.25,0.37931033968925476,0.42307692766189575
landslide4sense,val,178,1,1,1,1.0,1.0,0.0076446533203125,0.44884487986564636,0.28936171531677246,0.9500998258590698,0.2938271462917328
landslide4sense,val,179,0,0,0,0.0,0.0008974843076430261,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,180,0,0,0,0.0,0.0027065046597272158,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,181,0,0,0,0.0,0.002243631286546588,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,182,0,0,0,0.0,0.00038752268301323056,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,183,1,0,0,0.0,0.2988664209842682,0.0,4.629629568597693e-09,4.629629568597693e-09,1.0,4.629629568597693e-09
landslide4sense,val,184,0,1,1,0.9999969005584717,0.9999969005584717,0.001739501953125,8.771929849160642e-09,8.771929849160642e-09,8.771929849160642e-09,1.0
landslide4sense,val,185,0,0,0,0.0,0.02482500858604908,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,186,1,1,1,1.0,1.0,0.0893096923828125,0.7415241599082947,0.5892239809036255,0.6408679485321045,0.879690408706665
landslide4sense,val,187,0,0,0,0.0,0.0001759253063937649,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,188,1,1,1,1.0,1.0,0.0131072998046875,0.7874175310134888,0.649372398853302,0.903376042842865,0.6978417038917542
landslide4sense,val,189,0,1,1,1.0,1.0,0.00830078125,1.8382353417223385e-09,1.8382353417223385e-09,1.8382353417223385e-09,1.0
landslide4sense,val,190,1,1,1,1.0,1.0,0.2238616943359375,0.8475376963615417,0.7354146838188171,0.7947651743888855,0.9078168869018555
landslide4sense,val,191,0,0,0,0.0,0.0004213297797832638,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,192,1,1,1,1.0,1.0,0.0448760986328125,0.6463543772697449,0.4774915874004364,0.7249234914779663,0.5831509828567505
landslide4sense,val,193,1,1,1,1.0,1.0,0.0072784423828125,0.89180988073349,0.80474454164505,0.9245283007621765,0.861328125
landslide4sense,val,194,1,1,1,1.0,1.0,0.095245361328125,0.7213895320892334,0.5641980767250061,0.8250560760498047,0.6408661007881165
landslide4sense,val,195,1,1,1,1.0,1.0,0.0067138671875,0.7427983283996582,0.5908346772193909,0.8204545378684998,0.6785714030265808
landslide4sense,val,196,0,0,0,0.0,0.0012954792473465204,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,197,1,1,1,1.0,1.0,0.019500732421875,0.6088812947273254,0.4376918375492096,0.557902991771698,0.6701127886772156
landslide4sense,val,198,0,1,1,0.9938588738441467,0.9938588738441467,0.0006256103515625,2.4390244490746227e-08,2.4390244490746227e-08,2.4390244490746227e-08,1.0
landslide4sense,val,199,1,1,1,1.0,1.0,0.0418243408203125,0.5512030124664307,0.3804556727409363,0.5056548714637756,0.6057692170143127
landslide4sense,val,200,0,1,1,1.0,1.0,0.0014190673828125,1.0752688517357e-08,1.0752688517357e-08,1.0752688517357e-08,1.0
landslide4sense,val,201,0,0,0,0.0,0.0001866424281615764,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,202,0,0,0,0.0,0.5198561549186707,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,203,0,0,0,0.0,0.0007479021442122757,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,204,0,0,0,0.0,0.02530929446220398,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,205,0,0,0,0.0,0.00029977894155308604,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,206,1,1,1,1.0,1.0,0.002532958984375,0.6285714507102966,0.4583333432674408,0.6626505851745605,0.5978260636329651
landslide4sense,val,207,1,1,1,1.0,1.0,0.0383453369140625,0.7516562938690186,0.6021228432655334,0.744926393032074,0.7585089206695557
landslide4sense,val,208,1,1,1,1.0,1.0,0.0169677734375,0.7406014800071716,0.5880597233772278,0.7086330652236938,0.7755905389785767
landslide4sense,val,209,1,1,1,1.0,1.0,0.064056396484375,0.844971776008606,0.7315593957901001,0.8906621932983398,0.8037403225898743
landslide4sense,val,210,0,0,0,0.0,0.07180734723806381,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,211,1,1,1,1.0,1.0,0.002105712890625,0.52173912525177,0.3529411852359772,0.95652174949646,0.3586956560611725
landslide4sense,val,212,0,0,0,0.0,0.13966958224773407,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,213,0,0,0,0.0,0.0015092460671439767,0.0,1.0,1.0,1.0,1.0
landslide4sense,val,214,1,1,1,1.0,1.0,0.0174407958984375,0.815088152885437,0.6878892779350281,0.8696413040161133,0.7669752836227417
landslide4sense,val,215,1,1,1,1.0,1.0,0.06365966796875,0.8693758845329285,0.7689345479011536,0.861457347869873,0.87744140625
landslide4sense,val,216,1,1,1,1.0,1.0,0.0355682373046875,0.29516538977622986,0.17313432693481445,0.17417417466640472,0.9666666388511658
